销售规模（对数）,销项开票数量（对数）,平均销项开票金额（对数）,进购规模（对数）,进项开票数量（对数）,税价比,发票平均税率,下游客户数量,指定周期负数发票金额比率,指定周期作废发票金额比率,固定周期下游客户数量,销方基尼系数,销方HIHI指数
-0.561006629066302,-0.0906229179504806,-0.8133125395911122,-0.3171805182821301,,1.3637853837292973,1.3942823403280558,-0.2675502916004486,-0.2594105641469466,,-0.2675502916004486,0.28748462911835276,-0.3983625954783264
0.7864725877448574,0.43918418319098357,0.8028585159682233,-0.8285617679888987,,0.21472966198576285,0.16491906383807514,-0.26875679863472246,-0.29574849599722836,,-0.26875679863472246,0.36727984009262066,-0.4078967678987234
1.0727437134620303,0.6480028024640909,1.0421860990214968,-1.4824795395408825,,0.2514942240786551,0.20200559039885427,-0.2241160383665878,-0.2910897867856538,,-0.2241160383665878,0.38419642481916644,-0.37141819515981317
0.5289871539606867,0.16121187394978434,0.6850201043123312,-0.4271956237420229,,-0.349138651296941,-0.38789049791690244,0.07871722723616366,-0.14263225324347661,,0.07871722723616366,0.3337658514834283,-0.4043732693955332
-1.707660276796005,-1.555287311175518,-1.0930080604526082,-0.5905035982631475,,-1.0021990974677266,-0.9913727395272023,-0.25427871422343556,-0.2956708508437021,,-0.25427871422343556,-1.023710277610817,0.4497642207013363
-0.5582096387570233,-0.18919226290590427,-0.7022483154555421,-0.8035799533702471,,-1.0011113885300673,-0.9902711595303473,-0.2458331649835182,-0.29574849599722836,,-0.2458331649835182,0.26370565624802106,-0.1718223681849805
1.3933861873548445,1.6898249752310748,0.43713351786511817,-0.7295006125060817,,1.2972175967445336,1.319007707209643,-0.127595475624675,-0.07841971127727342,,-0.127595475624675,0.41898713680394656,-0.40976214945923584
0.24904671613103485,-0.3011181419740361,0.7299447311312294,-0.264428337793807,,-0.14725987246733124,-0.19364522513816906,-0.2699633056689964,-0.13680886672900838,,-0.2699633056689964,0.2317875718583139,-0.3857194537904086
-0.05696982926950399,-0.24498316277341234,0.1722100526242812,2.3162081314399163,,0.05527153172487472,0.005557157626411099,-0.23014857353795737,-0.29574849599722836,,-0.23014857353795737,0.24854456616291007,-0.3305870654463739
1.1955823667325192,0.4209354665601778,1.4870987801840085,2.360664747434631,,1.33441724241249,1.3610513437562686,-0.2458331649835182,-0.29574849599722836,,-0.2458331649835182,0.36552434545118767,-0.38696304149741695
2.448122076170662,1.888221118704758,1.9359461690679054,-0.3745786153969276,,1.2917790520562358,1.3129490172269411,0.15714018446396782,-0.05264152030656062,,0.15714018446396782,0.42122140271122654,-0.40976214945923584
-0.4742374966592321,-1.320881701494459,0.6571323562870557,-0.2881785839963891,,-0.6828477533708868,-0.7009228136898144,-0.23014857353795737,-0.29574849599722836,,-0.23014857353795737,-0.5703138888550261,0.05077983136950573
-1.709395909175424,-1.63612093050587,-1.0084726904385375,-0.5502523378355005,,-1.0021990974677266,-0.9913727395272023,-0.2458331649835182,-0.29574849599722836,,-0.2458331649835182,-1.2238366667342806,4.8707185191158535
1.479809858161216,1.9822298484994494,0.26152521363323106,-1.076547580678334,,-0.3793769597638762,-0.4167151745012704,3.017768362727409,-0.014440104771648971,,3.017768362727409,0.42201935482096914,-0.40976214945923584
1.6350261715743921,2.568872599483515,-0.12031721266193626,-0.611445267712009,,1.3576942136784034,1.3874892636807847,-0.11311739121338807,2.414843813603925,,-0.11311739121338807,0.42521116325993946,-0.4076895032808887
-0.645994345026392,0.5218445509807776,-1.6132345629488354,-0.41097496655476223,,-1.0021990974677266,-0.9913727395272023,0.31277959188530224,-0.29574849599722836,,0.31277959188530224,0.3746209995022536,-0.39380277388596263
0.4265057620037193,-0.25439216853711977,0.9676970789627125,-0.264428337793807,,0.8508218487290595,0.8273358352801075,-0.27478933380609205,-0.20917414981546711,,-0.27478933380609205,0.24583152898978491,-0.16394631270726126
-0.7372961001221612,-0.5224362250210035,-0.6330190936909784,-0.7554786958840738,,1.3418136631885744,1.36931319373268,-0.2470396720177921,-0.29574849599722836,,-0.2470396720177921,0.1488005524450756,-0.1361728539174092
2.1463176649858835,1.0807982996309589,2.31828888466098,-0.6434159827730729,,1.4658124820817613,1.511049819994667,-0.2458331649835182,-0.267873885881307,,-0.2458331649835182,0.40574113178221816,-0.4095548848414011
-1.0280831997761923,-0.25439216853711977,-1.3950070190681392,-0.37645099989940756,,-1.0021990974677266,-0.9913727395272023,-0.19636637657828787,-0.2049036663715237,,-0.19636637657828787,0.24583152898978491,-0.31794392375845615
0.3399322524307805,-0.1243426925956785,0.6865344935384313,-0.264428337793807,,1.0231149444543304,1.0144208380792852,-0.1999858976811096,-0.13929351164184814,,-0.1999858976811096,0.27982428886482424,-0.3946318323573015
-1.2054548397017115,-0.5956625630955931,-1.3143117074488204,-0.6177933520680112,,-0.99915351244228,-0.9886187895350652,-0.15051910927587928,-0.029580909709266415,,-0.15051910927587928,0.11416943088224327,-0.21659152563727943
-0.41337798430463996,-0.3011181419740361,-0.3460423353450643,0.6755487334565994,,-0.2954058297765599,-0.33666702806315346,-0.18912733437264442,-0.28247117474424077,,-0.18912733437264442,0.2317875718583139,-0.13658738315307858
-0.6489328497263185,-1.4507810337269047,0.5137521477731053,0.24068993594343513,,-1.0021990974677266,-0.9913727395272023,-0.26151775642907904,0.09403017470451293,,-0.26151775642907904,-0.8004432773048145,0.2976319912106539
-0.5928889888417215,0.005550383648892454,-0.9690377245642511,1.0320627580304282,,-0.10897251786171532,-0.15619150524510514,-0.16741020775571402,-0.2014096344628428,,-0.16741020775571402,0.30743343186192107,-0.39815533086049165
-0.8422206964117872,-1.86857467196999,0.6512911407006708,0.012959919235375626,,-0.9773993336890894,-0.9689739462578209,-0.2735828267718181,-0.29574849599722836,,-0.2735828267718181,-1.966730080904714,0.7339240117527333
-2.401438739136148,-1.8380517071288176,-1.9143411136275552,-1.0168014933719236,,-1.0021990974677266,-0.9913727395272023,-0.2566917282919834,-0.29574849599722836,,-0.2566917282919834,-1.8527825196334589,0.8215969450968188
1.1544890850010947,0.33382083540352187,1.5144929995775644,-1.1094044242338867,,0.09464659526814977,0.04466324751475713,-0.03952046212267954,-0.16452818653787724,,-0.03952046212267954,0.3562681009781722,-0.3838540722298962
-1.9575205822370207,-2.621776844132857,-0.34633304399114573,-0.41097496655476223,,-1.0021990974677266,-0.9913727395272023,-0.2723763197375442,-0.29574849599722836,,-0.2723763197375442,-7.552394849103464,4.749261453064709
0.16670615171365702,1.00990544503367,-0.8205937770755289,0.19430586531381475,,0.455330878996052,0.41038780647055795,-0.19757288361256178,-0.14232167262937165,,-0.19757288361256178,0.403028094609093,-0.40893309098789704
1.4843299942860344,0.6104981551546367,1.7512650508117953,1.393452992511787,,-0.030222390775164913,-0.07908090546526773,-0.09501978569927941,-0.2587894029187366,,-0.09501978569927941,0.3816429780679891,-0.4043732693955332
1.679628177756297,2.1691525102107394,0.3840893309544972,-0.9609253344623507,,-0.40439426533004547,-0.4403991444336491,1.6664804843406296,-0.06949051862175545,,1.6664804843406296,0.4232960781965569,-0.40976214945923584
0.8772832046613187,0.3618726850341473,1.0339110436074512,-1.2002250853555207,,-0.42810632017102307,-0.4627979377030304,-0.19154034844119222,-0.2754054657733527,,-0.19154034844119222,0.35945990941714256,-0.32271100996865465
-1.1910661559231703,-1.555287311175518,-0.2539012158695533,0.10461664509474794,,-0.9789221262018126,-0.9704427195869606,-0.2566917282919834,-0.29574849599722836,,-0.2566917282919834,-1.023710277610817,1.2402714731229476
1.207511197426559,0.615233937975863,1.2964953183472587,-0.9635486753160928,,1.230214726184706,1.2437330740912305,-0.23738761574360082,-0.2599540802216302,,-0.23738761574360082,0.38196215891188645,-0.3865485122617475
-1.6193802701593683,-1.1312064051182538,-1.4079063701547387,-0.41097496655476223,,0.8442955951031025,0.8203591619666938,-0.26875679863472246,-0.29574849599722836,,-0.26875679863472246,-0.30938354896917064,0.30011916662467053
-1.5026225734987864,-0.6335926175805346,-1.756013072172058,-0.41097496655476223,,-1.0013289303175992,-0.9906383528626324,-0.13483451783031844,-0.2833252714330295,,-0.13483451783031844,0.09469939940452193,1.0982952099061665
-0.38814680088968107,-0.26154276267802146,-0.3478271512186816,0.8836437447669941,,-0.40504689069264127,-0.44094993443207653,-0.2120509680238487,-0.09604516112773065,,-0.2120509680238487,0.24375685350445453,-0.1293331215288635
0.5968308177125577,0.7297873319514139,0.18077581668440945,-0.40680465561742024,,1.2426146080740246,1.257686420718058,0.06061962172205501,-0.216162213632829,,0.06061962172205501,0.3894629087434672,-0.40520232786687205
-1.5464129530284452,-1.8380517071288176,-0.5255177406364552,-0.41097496655476223,,-1.0021990974677266,-0.9913727395272023,-0.26513727753190075,1.3131367302200587,,-0.26513727753190075,-1.8527825196334589,3.7697288691778357
-0.14251111622830523,0.126097014008505,-0.3677508344745572,0.9901644000056805,,0.2945674980099727,0.2458851936069047,-0.20722493988675306,-0.2374369856990197,,-0.20722493988675306,0.328339777137178,-0.3241618622934977
0.6373705284452709,0.2260239083327616,0.7910273501393185,-0.5870141544176164,,0.2913043711969941,0.24258045361634026,-0.2699633056689964,-0.29574849599722836,,-0.2699633056689964,0.3430220959564438,-0.3875848353509211
